Species;survey;year;mean_number_pr_haul
Molva molva;NIGFS;2007;0
Molva molva;NIGFS;2008;0
Molva molva;NIGFS;2009;0.019082341
Molva molva;NIGFS;2010;0.043662188
Molva molva;NIGFS;2011;0.037725533
Molva molva;NIGFS;2012;0.032258065
Molva molva;NIGFS;2013;0.027472528
Molva molva;NIGFS;2014;0.010752688
Molva molva;NIGFS;2015;0
Molva molva;NIGFS;2016;0.010204082
Molva molva;NS-IBTS1;1965;0
Molva molva;NS-IBTS1;1966;0
Molva molva;NS-IBTS1;1967;0.005376344
Molva molva;NS-IBTS1;1968;0.022522523
Molva molva;NS-IBTS1;1969;0.305084746
Molva molva;NS-IBTS1;1970;0.015789474
Molva molva;NS-IBTS1;1971;0.02
Molva molva;NS-IBTS1;1972;0.02866242
Molva molva;NS-IBTS1;1973;0.04
Molva molva;NS-IBTS1;1974;0.074675325
Molva molva;NS-IBTS1;1975;0.119565217
Molva molva;NS-IBTS1;1976;0.06779661
Molva molva;NS-IBTS1;1977;0.156387665
Molva molva;NS-IBTS1;1978;0.150197629
Molva molva;NS-IBTS1;1979;0.09352518
Molva molva;NS-IBTS1;1980;0.306859206
Molva molva;NS-IBTS1;1981;0.201716738
Molva molva;NS-IBTS1;1982;0.164251208
Molva molva;NS-IBTS1;1983;1.331541219
Molva molva;NS-IBTS1;1984;0.263345196
Molva molva;NS-IBTS1;1985;0.309917355
Molva molva;NS-IBTS1;1986;0.597222222
Molva molva;NS-IBTS1;1987;0.272727273
Molva molva;NS-IBTS1;1988;0.290880503
Molva molva;NS-IBTS1;1989;0.279365079
Molva molva;NS-IBTS1;1990;0.366449511
Molva molva;NS-IBTS1;1991;0.388379205
Molva molva;NS-IBTS1;1992;0.18705036
Molva molva;NS-IBTS1;1993;0.587719298
Molva molva;NS-IBTS1;1994;0.153169014
Molva molva;NS-IBTS1;1995;0.170411985
Molva molva;NS-IBTS1;1996;0.295019157
Molva molva;NS-IBTS1;1997;0.156015038
Molva molva;NS-IBTS1;1998;0.230375427
Molva molva;NS-IBTS1;1999;0.146428571
Molva molva;NS-IBTS1;2000;0.348122867
Molva molva;NS-IBTS1;2001;0.202922078
Molva molva;NS-IBTS1;2002;0.201257862
Molva molva;NS-IBTS1;2003;0.409385113
Molva molva;NS-IBTS1;2004;0.457887324
Molva molva;NS-IBTS1;2005;0.230422297
Molva molva;NS-IBTS1;2006;0.143993056
Molva molva;NS-IBTS1;2007;0.19983209
Molva molva;NS-IBTS1;2008;0.276862381
Molva molva;NS-IBTS1;2009;0.104025271
Molva molva;NS-IBTS1;2010;0.32083045
Molva molva;NS-IBTS1;2011;0.6125
Molva molva;NS-IBTS1;2012;0.301294964
Molva molva;NS-IBTS1;2013;0.254130435
Molva molva;NS-IBTS1;2014;0.500160351
Molva molva;NS-IBTS1;2015;0.612939357
Molva molva;NS-IBTS1;2016;0.490654456
Molva molva;NS-IBTS1;2017;0.711254546
Molva molva;NS-IBTS1;2018;0.534886411
Molva molva;NS-IBTS3;1991;0.190763052
Molva molva;NS-IBTS3;1992;0.406354515
Molva molva;NS-IBTS3;1993;0.518587361
Molva molva;NS-IBTS3;1994;0.39484127
Molva molva;NS-IBTS3;1995;0.386877828
Molva molva;NS-IBTS3;1996;0.387795276
Molva molva;NS-IBTS3;1997;0.270833333
Molva molva;NS-IBTS3;1998;0.139130435
Molva molva;NS-IBTS3;1999;0.231147541
Molva molva;NS-IBTS3;2000;0.198039216
Molva molva;NS-IBTS3;2001;0.229681979
Molva molva;NS-IBTS3;2002;0.444636678
Molva molva;NS-IBTS3;2003;0.677655678
Molva molva;NS-IBTS3;2004;0.14913242
Molva molva;NS-IBTS3;2005;0.207385159
Molva molva;NS-IBTS3;2006;0.219142336
Molva molva;NS-IBTS3;2007;0.303031771
Molva molva;NS-IBTS3;2008;0.388027817
Molva molva;NS-IBTS3;2009;0.214592275
Molva molva;NS-IBTS3;2010;0.406569353
Molva molva;NS-IBTS3;2011;0.341581221
Molva molva;NS-IBTS3;2012;0.784266917
Molva molva;NS-IBTS3;2013;0.529524395
Molva molva;NS-IBTS3;2014;0.46246707
Molva molva;NS-IBTS3;2015;0.674274307
Molva molva;NS-IBTS3;2016;0.955611285
Molva molva;NS-IBTS3;2017;0.649910714
Molva molva;NS-IBTS3;2018;0.545584779
Molva molva;ROCKALL;1999;0.225
Molva molva;ROCKALL;2001;0.058139535
Molva molva;ROCKALL;2002;0.310344828
Molva molva;ROCKALL;2003;0.45
Molva molva;ROCKALL;2005;0.657894737
Molva molva;ROCKALL;2006;1.15625
Molva molva;ROCKALL;2007;1.214285714
Molva molva;ROCKALL;2008;1.756756757
Molva molva;ROCKALL;2009;1.75
Molva molva;ROCKALL;2011;3.911111111
Molva molva;ROCKALL;2012;3.271428571
Molva molva;ROCKALL;2013;3.108536489
Molva molva;ROCKALL;2014;3.531132783
Molva molva;ROCKALL;2015;1.986948674
Molva molva;ROCKALL;2016;2.429492204
Molva molva;ROCKALL;2017;2.869172494
Molva molva;ROCKALL;2018;1.554054054
Molva molva;SP-PORC;2001;0.70886076
Molva molva;SP-PORC;2002;0.658823529
Molva molva;SP-PORC;2003;1.321428571
Molva molva;SP-PORC;2004;0.671654655
Molva molva;SP-PORC;2005;1.201386552
Molva molva;SP-PORC;2006;0.609406348
Molva molva;SP-PORC;2007;0.798350274
Molva molva;SP-PORC;2008;1.091769683
Molva molva;SP-PORC;2009;1.045285109
Molva molva;SP-PORC;2010;1.195508344
Molva molva;SP-PORC;2011;1.045990489
Molva molva;SP-PORC;2012;1.362210441
Molva molva;SP-PORC;2013;1.909674011
Molva molva;SP-PORC;2014;1.951923077
Molva molva;SP-PORC;2015;1.154285714
Molva molva;SP-PORC;2016;0.892405063
Molva molva;SP-PORC;2017;0.569620253
Molva molva;SP-PORC;2018;0.1875
Molva molva;SWC-IBTS1;1985;0.5
Molva molva;SWC-IBTS1;1986;0.685714286
Molva molva;SWC-IBTS1;1987;0.860465116
Molva molva;SWC-IBTS1;1988;0.627659575
Molva molva;SWC-IBTS1;1989;0.618421053
Molva molva;SWC-IBTS1;1990;0.275
Molva molva;SWC-IBTS1;1991;0.244897959
Molva molva;SWC-IBTS1;1992;0.205882353
Molva molva;SWC-IBTS1;1993;0.216216216
Molva molva;SWC-IBTS1;1994;0.597560976
Molva molva;SWC-IBTS1;1995;0.23255814
Molva molva;SWC-IBTS1;1996;0.2875
Molva molva;SWC-IBTS1;1997;0.581081081
Molva molva;SWC-IBTS1;1998;0.402777778
Molva molva;SWC-IBTS1;1999;0.181818182
Molva molva;SWC-IBTS1;2000;0.29787234
Molva molva;SWC-IBTS1;2001;0.210526316
Molva molva;SWC-IBTS1;2002;0.25
Molva molva;SWC-IBTS1;2003;0.304347826
Molva molva;SWC-IBTS1;2004;0.263157895
Molva molva;SWC-IBTS1;2005;0.204545455
Molva molva;SWC-IBTS1;2006;0.270833333
Molva molva;SWC-IBTS1;2007;0.160714286
Molva molva;SWC-IBTS1;2008;0.333333333
Molva molva;SWC-IBTS1;2009;0.111111111
Molva molva;SWC-IBTS1;2010;0.115384615
Molva molva;SWC-IBTS1;2011;1.063829787
Molva molva;SWC-IBTS1;2012;0.654545455
Molva molva;SWC-IBTS1;2013;1.648148148
Molva molva;SWC-IBTS1;2014;1.59
Molva molva;SWC-IBTS1;2015;1.6875
Molva molva;SWC-IBTS1;2016;3.227009336
Molva molva;SWC-IBTS1;2017;2.395320197
Molva molva;SWC-IBTS1;2018;1.697278912
Molva molva;SWC-IBTS4;1990;0.333333333
Molva molva;SWC-IBTS4;1991;0.333333333
Molva molva;SWC-IBTS4;1992;0.26
Molva molva;SWC-IBTS4;1993;0.732142857
Molva molva;SWC-IBTS4;1994;0.388888889
Molva molva;SWC-IBTS4;1995;0.5
Molva molva;SWC-IBTS4;1996;0.8
Molva molva;SWC-IBTS4;1997;0.234375
Molva molva;SWC-IBTS4;1998;0.62962963
Molva molva;SWC-IBTS4;1999;0.571428571
Molva molva;SWC-IBTS4;2000;0.641025641
Molva molva;SWC-IBTS4;2001;0.772727273
Molva molva;SWC-IBTS4;2002;0.712765957
Molva molva;SWC-IBTS4;2003;0.487804878
Molva molva;SWC-IBTS4;2004;0.428571429
Molva molva;SWC-IBTS4;2005;0.318181818
Molva molva;SWC-IBTS4;2006;0.287234043
Molva molva;SWC-IBTS4;2007;0.290909091
Molva molva;SWC-IBTS4;2008;0.27173913
Molva molva;SWC-IBTS4;2009;0.240740741
Molva molva;SWC-IBTS4;2011;1.148648649
Molva molva;SWC-IBTS4;2012;2.113821138
Molva molva;SWC-IBTS4;2014;3.705882353
Molva molva;SWC-IBTS4;2015;2.838306808
Molva molva;SWC-IBTS4;2016;3.006563545
Molva molva;SWC-IBTS4;2017;2.512626263
Molva molva;SWC-IBTS4;2018;1.443260451
Mora moro;EVHOE;1997;0
Mora moro;EVHOE;1998;0
Mora moro;EVHOE;1999;0.098387097
Mora moro;EVHOE;2000;0
Mora moro;EVHOE;2001;0.35
Mora moro;EVHOE;2002;1.1875
Mora moro;EVHOE;2003;0
Mora moro;EVHOE;2004;0.454545455
Mora moro;EVHOE;2005;0.739130435
Mora moro;EVHOE;2006;0
Mora moro;EVHOE;2007;0.052631579
Mora moro;EVHOE;2008;0.0625
Mora moro;EVHOE;2009;0.090909091
Mora moro;EVHOE;2010;0
Mora moro;EVHOE;2011;0.292220114
Mora moro;EVHOE;2012;0
Mora moro;EVHOE;2013;0
Mora moro;EVHOE;2014;0
Mora moro;EVHOE;2015;0
Mora moro;EVHOE;2016;0.0625
Mustelus spp;BTS;1996;0.058818576
Mustelus spp;BTS;1997;1.277302912
Mustelus spp;BTS;1998;0.122002635
Mustelus spp;BTS;1999;0.214763155
Mustelus spp;BTS;2000;0.127608143
Mustelus spp;BTS;2001;0.135714286
Mustelus spp;BTS;2002;0.230296651
Mustelus spp;BTS;2003;0.105328377
Mustelus spp;BTS;2004;0.399826422
Mustelus spp;BTS;2005;0.313216783
Mustelus spp;BTS;2006;0.317748714
Mustelus spp;BTS;2007;0.427045683
Mustelus spp;BTS;2008;0.397471935
Mustelus spp;BTS;2009;0.307630778
Mustelus spp;BTS;2010;0.535706505
Mustelus spp;BTS;2011;0.584007562
Mustelus spp;BTS;2012;0.58317897
Mustelus spp;BTS;2013;0.589906068
Mustelus spp;BTS;2014;0.552567865
Mustelus spp;BTS;2015;0.442323063
Mustelus spp;BTS;2016;0.545404435
Mustelus spp;BTS;2017;0.665245017
Mustelus spp;BTS;2018;0.473399037
Mustelus spp;EVHOE;1997;0
Mustelus spp;EVHOE;1998;0.087706147
Mustelus spp;EVHOE;1999;0.246994061
Mustelus spp;EVHOE;2000;0.058191018
Mustelus spp;EVHOE;2001;0.052903226
Mustelus spp;EVHOE;2002;0.138077594
Mustelus spp;EVHOE;2003;0.176756518
Mustelus spp;EVHOE;2004;0.714940469
Mustelus spp;EVHOE;2005;0.315654135
Mustelus spp;EVHOE;2006;0.177944862
Mustelus spp;EVHOE;2007;1.187439193
Mustelus spp;EVHOE;2008;0.60748223
Mustelus spp;EVHOE;2009;0
Mustelus spp;EVHOE;2010;0
Mustelus spp;EVHOE;2011;1.288938683
Mustelus spp;EVHOE;2012;2.336348016
Mustelus spp;EVHOE;2013;0.150273516
Mustelus spp;EVHOE;2014;0.593877567
Mustelus spp;EVHOE;2015;1.120074364
Mustelus spp;EVHOE;2016;1.276192664
Mustelus spp;FR-CGFS;1988;0.924166667
Mustelus spp;FR-CGFS;1989;0.364224138
Mustelus spp;FR-CGFS;1990;0.122361111
Mustelus spp;FR-CGFS;1991;0.234620253
Mustelus spp;FR-CGFS;1992;0.149425287
Mustelus spp;FR-CGFS;1993;0.368153482
Mustelus spp;FR-CGFS;1994;0.62333887
Mustelus spp;FR-CGFS;1995;0.259259259
Mustelus spp;FR-CGFS;1996;0.140350877
Mustelus spp;FR-CGFS;1997;0.536250717
Mustelus spp;FR-CGFS;1998;0.56201567
Mustelus spp;FR-CGFS;1999;0.696825601
Mustelus spp;FR-CGFS;2000;1.264074582
Mustelus spp;FR-CGFS;2001;0.354621849
Mustelus spp;FR-CGFS;2002;1.081264392
Mustelus spp;FR-CGFS;2003;0.703227349
Mustelus spp;FR-CGFS;2004;0.965879992
Mustelus spp;FR-CGFS;2005;0.820035104
Mustelus spp;FR-CGFS;2006;0.959911043
Mustelus spp;FR-CGFS;2007;1.0752976
Mustelus spp;FR-CGFS;2008;2.167162878
Mustelus spp;FR-CGFS;2009;2.953548617
Mustelus spp;FR-CGFS;2010;1.138715682
Mustelus spp;FR-CGFS;2011;1.048115568
Mustelus spp;FR-CGFS;2012;1.400643586
Mustelus spp;FR-CGFS;2013;1.690915902
Mustelus spp;FR-CGFS;2014;1.358789761
Mustelus spp;FR-CGFS;2015;4.148038276
Mustelus spp;FR-CGFS;2016;3.913314242
Mustelus spp;FR-CGFS;2017;5.712511047
Mustelus spp;FR-CGFS;2018;2.837157317
Mustelus spp;NIGFS;2006;0
Mustelus spp;NIGFS;2007;0
Mustelus spp;NIGFS;2008;0.28695731
Mustelus spp;NIGFS;2009;0.668277759
Mustelus spp;NIGFS;2010;1.110371133
Mustelus spp;NIGFS;2011;1.331805107
Mustelus spp;NIGFS;2012;1.880959765
Mustelus spp;NIGFS;2013;1.271487262
Mustelus spp;NIGFS;2014;1.811277325
Mustelus spp;NIGFS;2015;2.562525221
Mustelus spp;NIGFS;2016;1.861784066
Mustelus spp;NIGFS;2017;4.286706349
Mustelus spp;NS-IBTS1;1965;0
Mustelus spp;NS-IBTS1;1966;0
Mustelus spp;NS-IBTS1;1967;0
Mustelus spp;NS-IBTS1;1968;0
Mustelus spp;NS-IBTS1;1969;0
Mustelus spp;NS-IBTS1;1970;0
Mustelus spp;NS-IBTS1;1971;0.005747126
Mustelus spp;NS-IBTS1;1972;0
Mustelus spp;NS-IBTS1;1973;0
Mustelus spp;NS-IBTS1;1974;0
Mustelus spp;NS-IBTS1;1975;0
Mustelus spp;NS-IBTS1;1976;0.003164557
Mustelus spp;NS-IBTS1;1977;0
Mustelus spp;NS-IBTS1;1978;0.004115226
Mustelus spp;NS-IBTS1;1979;0
Mustelus spp;NS-IBTS1;1980;0
Mustelus spp;NS-IBTS1;1981;0
Mustelus spp;NS-IBTS1;1982;0
Mustelus spp;NS-IBTS1;1983;0
Mustelus spp;NS-IBTS1;1984;0.012295082
Mustelus spp;NS-IBTS1;1985;0
Mustelus spp;NS-IBTS1;1986;0
Mustelus spp;NS-IBTS1;1987;0
Mustelus spp;NS-IBTS1;1988;0.023809524
Mustelus spp;NS-IBTS1;1989;0
Mustelus spp;NS-IBTS1;1990;0.021367521
Mustelus spp;NS-IBTS1;1991;0.009689923
Mustelus spp;NS-IBTS1;1992;0.004504505
Mustelus spp;NS-IBTS1;1993;0.054112554
Mustelus spp;NS-IBTS1;1994;0.40791648
Mustelus spp;NS-IBTS1;1995;0.280487805
Mustelus spp;NS-IBTS1;1996;0.085784314
Mustelus spp;NS-IBTS1;1997;0.037558685
Mustelus spp;NS-IBTS1;1998;0.094907407
Mustelus spp;NS-IBTS1;1999;0.724505327
Mustelus spp;NS-IBTS1;2000;0.088235294
Mustelus spp;NS-IBTS1;2001;0.265828429
Mustelus spp;NS-IBTS1;2002;0.227481385
Mustelus spp;NS-IBTS1;2003;0.308045977
Mustelus spp;NS-IBTS1;2004;0.202793167
Mustelus spp;NS-IBTS1;2005;0.153727145
Mustelus spp;NS-IBTS1;2006;0.206281981
Mustelus spp;NS-IBTS1;2007;0.324214581
Mustelus spp;NS-IBTS1;2008;0.29020952
Mustelus spp;NS-IBTS1;2009;0.729523068
Mustelus spp;NS-IBTS1;2010;0.435057516
Mustelus spp;NS-IBTS1;2011;0.22604848
Mustelus spp;NS-IBTS1;2012;0.420200126
Mustelus spp;NS-IBTS1;2013;0.347160824
Mustelus spp;NS-IBTS1;2014;0.762534089
Mustelus spp;NS-IBTS1;2015;0.322933129
Mustelus spp;NS-IBTS1;2016;0.73320053
Mustelus spp;NS-IBTS1;2017;0.524775751
Mustelus spp;NS-IBTS1;2018;0.435706018
Mustelus spp;NS-IBTS3;1991;0.010309278
Mustelus spp;NS-IBTS3;1992;0.047131148
Mustelus spp;NS-IBTS3;1993;0.131578947
Mustelus spp;NS-IBTS3;1994;0.221956902
Mustelus spp;NS-IBTS3;1995;0
Mustelus spp;NS-IBTS3;1996;0.242063492
Mustelus spp;NS-IBTS3;1997;0.050396825
Mustelus spp;NS-IBTS3;1998;0.037878788
Mustelus spp;NS-IBTS3;1999;0.052966102
Mustelus spp;NS-IBTS3;2000;0.090623033
Mustelus spp;NS-IBTS3;2001;0
Mustelus spp;NS-IBTS3;2002;0.133102767
Mustelus spp;NS-IBTS3;2003;0.091232228
Mustelus spp;NS-IBTS3;2004;0.069309839
Mustelus spp;NS-IBTS3;2005;0.068616829
Mustelus spp;NS-IBTS3;2006;0.174528302
Mustelus spp;NS-IBTS3;2007;0.133737215
Mustelus spp;NS-IBTS3;2008;0.205246118
Mustelus spp;NS-IBTS3;2009;0.231525155
Mustelus spp;NS-IBTS3;2010;0.142060236
Mustelus spp;NS-IBTS3;2011;0.257659075
Mustelus spp;NS-IBTS3;2012;0.164142979
Mustelus spp;NS-IBTS3;2013;0.314218955
Mustelus spp;NS-IBTS3;2014;0.248689627
Mustelus spp;NS-IBTS3;2015;0.159418426
Mustelus spp;NS-IBTS3;2016;0.258903679
Mustelus spp;NS-IBTS3;2017;0.48227166
Mustelus spp;NS-IBTS3;2018;0.70715638
Mustelus spp;SWC-IBTS1;1985;0
Mustelus spp;SWC-IBTS1;1986;0
Mustelus spp;SWC-IBTS1;1987;0
Mustelus spp;SWC-IBTS1;1988;0
Mustelus spp;SWC-IBTS1;1989;0.086206897
Mustelus spp;SWC-IBTS1;1990;0
Mustelus spp;SWC-IBTS1;1991;0
Mustelus spp;SWC-IBTS1;1992;0
Mustelus spp;SWC-IBTS1;1993;0.033333333
Mustelus spp;SWC-IBTS1;1994;0
Mustelus spp;SWC-IBTS1;1995;0.055555556
Mustelus spp;SWC-IBTS1;1996;0.045454546
Mustelus spp;SWC-IBTS1;1997;0
Mustelus spp;SWC-IBTS1;1998;0.03125
Mustelus spp;SWC-IBTS1;1999;0.052631579
Mustelus spp;SWC-IBTS1;2000;0.02631579
Mustelus spp;SWC-IBTS1;2001;0
Mustelus spp;SWC-IBTS1;2002;0
Mustelus spp;SWC-IBTS1;2003;0.083333333
Mustelus spp;SWC-IBTS1;2004;0.032258065
Mustelus spp;SWC-IBTS1;2005;0
Mustelus spp;SWC-IBTS1;2006;0.2
Mustelus spp;SWC-IBTS1;2007;0.319230769
Mustelus spp;SWC-IBTS1;2008;0.079166667
Mustelus spp;SWC-IBTS1;2009;0.138888889
Mustelus spp;SWC-IBTS1;2010;0.449242424
Mustelus spp;SWC-IBTS1;2011;0.235
Mustelus spp;SWC-IBTS1;2012;0.213333333
Mustelus spp;SWC-IBTS1;2013;0.284
Mustelus spp;SWC-IBTS1;2014;0.174418605
Mustelus spp;SWC-IBTS1;2015;0.302906977
Mustelus spp;SWC-IBTS1;2016;0.426410256
Mustelus spp;SWC-IBTS1;2017;0.221153846
Mustelus spp;SWC-IBTS1;2018;0.325925926
Mustelus spp;SWC-IBTS4;1990;0.027777778
Mustelus spp;SWC-IBTS4;1991;0
Mustelus spp;SWC-IBTS4;1992;0.025
Mustelus spp;SWC-IBTS4;1993;0
Mustelus spp;SWC-IBTS4;1994;0
Mustelus spp;SWC-IBTS4;1995;0
Mustelus spp;SWC-IBTS4;1996;0
Mustelus spp;SWC-IBTS4;1997;0
Mustelus spp;SWC-IBTS4;1998;0
Mustelus spp;SWC-IBTS4;1999;0
Mustelus spp;SWC-IBTS4;2000;0.037037037
Mustelus spp;SWC-IBTS4;2001;0.037037037
Mustelus spp;SWC-IBTS4;2002;0.066666667
Mustelus spp;SWC-IBTS4;2003;0.064516129
Mustelus spp;SWC-IBTS4;2004;0
Mustelus spp;SWC-IBTS4;2005;0.029411765
Mustelus spp;SWC-IBTS4;2006;0.052631579
Mustelus spp;SWC-IBTS4;2007;0.023809524
Mustelus spp;SWC-IBTS4;2008;0
Mustelus spp;SWC-IBTS4;2009;0.025641026
Mustelus spp;SWC-IBTS4;2011;0
Mustelus spp;SWC-IBTS4;2012;0.177083333
Mustelus spp;SWC-IBTS4;2014;0.138461539
Mustelus spp;SWC-IBTS4;2015;0.291434928
Mustelus spp;SWC-IBTS4;2016;0.256221198
Mustelus spp;SWC-IBTS4;2017;0.370967742
Mustelus spp;SWC-IBTS4;2018;0.204077027
Phycis blennoides;EVHOE;1997;1.247198702
Phycis blennoides;EVHOE;1998;1.535898415
Phycis blennoides;EVHOE;1999;1.866686779
Phycis blennoides;EVHOE;2000;1.694202709
Phycis blennoides;EVHOE;2001;2.166191752
Phycis blennoides;EVHOE;2002;4.49596477
Phycis blennoides;EVHOE;2003;2.194864315
Phycis blennoides;EVHOE;2004;3.929959463
Phycis blennoides;EVHOE;2005;2.246079111
Phycis blennoides;EVHOE;2006;2.42155032
Phycis blennoides;EVHOE;2007;4.589027748
Phycis blennoides;EVHOE;2008;2.266597219
Phycis blennoides;EVHOE;2009;2.001374627
Phycis blennoides;EVHOE;2010;3.293280687
Phycis blennoides;EVHOE;2011;3.05405297
Phycis blennoides;EVHOE;2012;4.094345997
Phycis blennoides;EVHOE;2013;3.738528423
Phycis blennoides;EVHOE;2014;1.791497862
Phycis blennoides;EVHOE;2015;1.85696711
Phycis blennoides;EVHOE;2016;1.23256647
Phycis blennoides;NS-IBTS3;1991;0.0234375
Phycis blennoides;NS-IBTS3;1992;0
Phycis blennoides;NS-IBTS3;1993;0
Phycis blennoides;NS-IBTS3;1994;0
Phycis blennoides;NS-IBTS3;1995;0
Phycis blennoides;NS-IBTS3;1996;0
Phycis blennoides;NS-IBTS3;1997;0
Phycis blennoides;NS-IBTS3;1998;0.016393443
Phycis blennoides;NS-IBTS3;1999;0.023809524
Phycis blennoides;NS-IBTS3;2000;0
Phycis blennoides;NS-IBTS3;2001;0.013157895
Phycis blennoides;NS-IBTS3;2002;0.058823529
Phycis blennoides;NS-IBTS3;2003;0
Phycis blennoides;NS-IBTS3;2004;0
Phycis blennoides;NS-IBTS3;2005;0.026666667
Phycis blennoides;NS-IBTS3;2006;0.015384615
Phycis blennoides;NS-IBTS3;2007;0.04
Phycis blennoides;NS-IBTS3;2008;0
Phycis blennoides;NS-IBTS3;2009;0.074074074
Phycis blennoides;NS-IBTS3;2010;0.0344
Phycis blennoides;NS-IBTS3;2011;0.121621622
Phycis blennoides;NS-IBTS3;2012;0.575970149
Phycis blennoides;NS-IBTS3;2013;0.388241314
Phycis blennoides;NS-IBTS3;2014;0.139375
Phycis blennoides;NS-IBTS3;2015;0.232594937
Phycis blennoides;NS-IBTS3;2016;0.119565217
Phycis blennoides;NS-IBTS3;2017;0.183641975
Phycis blennoides;NS-IBTS3;2018;0.158802178
Phycis blennoides;PT-IBTS;2002;0.145833333
Phycis blennoides;PT-IBTS;2003;0.933823529
Phycis blennoides;PT-IBTS;2004;2.634920635
Phycis blennoides;PT-IBTS;2005;0.166666667
Phycis blennoides;PT-IBTS;2006;0.393939394
Phycis blennoides;PT-IBTS;2007;0.616883117
Phycis blennoides;PT-IBTS;2008;0.328571429
Phycis blennoides;PT-IBTS;2009;0.583150685
Phycis blennoides;PT-IBTS;2010;0.450704225
Phycis blennoides;PT-IBTS;2011;0.308823529
Phycis blennoides;PT-IBTS;2013;0.850746269
Phycis blennoides;PT-IBTS;2014;0.426229508
Phycis blennoides;PT-IBTS;2015;1.054
Phycis blennoides;PT-IBTS;2016;0.819672131
Phycis blennoides;PT-IBTS;2017;0.907692308
Phycis blennoides;ROCKALL;1999;0.081081081
Phycis blennoides;ROCKALL;2001;0
Phycis blennoides;ROCKALL;2002;0
Phycis blennoides;ROCKALL;2003;0
Phycis blennoides;ROCKALL;2005;0
Phycis blennoides;ROCKALL;2006;0
Phycis blennoides;ROCKALL;2007;0
Phycis blennoides;ROCKALL;2008;0
Phycis blennoides;ROCKALL;2009;0.027027027
Phycis blennoides;ROCKALL;2011;0.540909091
Phycis blennoides;ROCKALL;2012;0.401041667
Phycis blennoides;ROCKALL;2013;0.033333333
Phycis blennoides;ROCKALL;2014;2.1556145
Phycis blennoides;ROCKALL;2015;0.181372549
Phycis blennoides;ROCKALL;2016;0.06097561
Phycis blennoides;ROCKALL;2017;1.666666667
Phycis blennoides;ROCKALL;2018;0
Phycis blennoides;SP-NORTH;1990;0.931818182
Phycis blennoides;SP-NORTH;1991;0.870788531
Phycis blennoides;SP-NORTH;1992;2.601859924
Phycis blennoides;SP-NORTH;1994;1.687777449
Phycis blennoides;SP-NORTH;1997;1.55538183
Phycis blennoides;SP-NORTH;2001;7.2
Phycis blennoides;SP-NORTH;2002;7.62926179
Phycis blennoides;SP-NORTH;2003;1.794429708
Phycis blennoides;SP-NORTH;2004;2.787884644
Phycis blennoides;SP-NORTH;2005;0.814371258
Phycis blennoides;SP-NORTH;2006;2.606446777
Phycis blennoides;SP-NORTH;2007;4.887802573
Phycis blennoides;SP-NORTH;2008;2.255759323
Phycis blennoides;SP-NORTH;2009;8.619529615
Phycis blennoides;SP-NORTH;2010;14.74060606
Phycis blennoides;SP-NORTH;2011;3.880656652
Phycis blennoides;SP-NORTH;2012;3.878494624
Phycis blennoides;SP-NORTH;2013;12.95442555
Phycis blennoides;SP-NORTH;2014;2.509110418
Phycis blennoides;SP-NORTH;2015;5.865721127
Phycis blennoides;SP-NORTH;2016;2.254707065
Phycis blennoides;SP-NORTH;2017;4.249109863
Phycis blennoides;SP-NORTH;2018;3.282842302
Phycis blennoides;SP-PORC;2001;28.96681035
Phycis blennoides;SP-PORC;2002;33.78203091
Phycis blennoides;SP-PORC;2003;91.90302004
Phycis blennoides;SP-PORC;2004;51.9770898
Phycis blennoides;SP-PORC;2005;68.80027858
Phycis blennoides;SP-PORC;2006;44.97423919
Phycis blennoides;SP-PORC;2007;32.35184701
Phycis blennoides;SP-PORC;2008;18.51280891
Phycis blennoides;SP-PORC;2009;15.29422811
Phycis blennoides;SP-PORC;2010;18.50628619
Phycis blennoides;SP-PORC;2011;38.03064379
Phycis blennoides;SP-PORC;2012;73.96315345
Phycis blennoides;SP-PORC;2013;116.0582106
Phycis blennoides;SP-PORC;2014;75.640625
Phycis blennoides;SP-PORC;2015;31.73303571
Phycis blennoides;SP-PORC;2016;26.2875
Phycis blennoides;SP-PORC;2017;17.625
Phycis blennoides;SP-PORC;2018;11.4375
Phycis blennoides;SWC-IBTS1;1985;0.390243902
Phycis blennoides;SWC-IBTS1;1986;0.043478261
Phycis blennoides;SWC-IBTS1;1987;0.053571429
Phycis blennoides;SWC-IBTS1;1987;5.5
Phycis blennoides;SWC-IBTS1;1988;0.621212121
Phycis blennoides;SWC-IBTS1;1989;0.185185185
Phycis blennoides;SWC-IBTS1;1990;0.035714286
Phycis blennoides;SWC-IBTS1;1991;0.015625
Phycis blennoides;SWC-IBTS1;1992;0.076923077
Phycis blennoides;SWC-IBTS1;1993;0.14516129
Phycis blennoides;SWC-IBTS1;1994;0.016129032
Phycis blennoides;SWC-IBTS1;1995;0.048387097
Phycis blennoides;SWC-IBTS1;1996;0.275862069
Phycis blennoides;SWC-IBTS1;1997;0.160714286
Phycis blennoides;SWC-IBTS1;1998;0.25
Phycis blennoides;SWC-IBTS1;1999;0.058823529
Phycis blennoides;SWC-IBTS1;2000;0.444444444
Phycis blennoides;SWC-IBTS1;2001;0.035714286
Phycis blennoides;SWC-IBTS1;2002;0
Phycis blennoides;SWC-IBTS1;2003;1.171428571
Phycis blennoides;SWC-IBTS1;2004;0.766666667
Phycis blennoides;SWC-IBTS1;2005;0
